Duration,Current_Status,Overall_Satisfaction,Work_Life_Balance,Skill_Development,Salary_and_Benefits,Job_Security,Company_Culture,Career_Growth,Work_Satisfaction,Work_Life_Balance_Likes,Career_Growth_Likes,Work_Culture_Likes,Job_Security_Likes,Innov_and_Tech_Likes,Work_Life_Balance_Dislikes,Career_Growth_Dislikes,Salary_Growth_Dislikes,Work_Culture_Dislikes,Job_Security_Dislikes,Travel_City,Travel_Country,Travel_Abroad,Timing_Nature,Working_Mon_Fri,Working_Mon_Sat_Alt,Working_Mon_Sat,Rotational_Shift,Free_transport,Child_care,Gymnasium,Cafeteria,Work_from_home,Free_food,Team_outings,Education_assistance,Soft_skill_training,Health_insurance,Job_training,Company_Code
7,0,4,4,4,2,4,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10
54,0,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
34.8,0,4,1,4,2,2,1,4,5,0,0,0.7774,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,10
57.6,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
37.2,1,4,4,4,5,5,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,10
12,1,4,4,3,2,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
19.2,1,5,5,5,4,5,5,5,4,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,10
26.4,0,5,2,4,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
28.8,1,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10
18,1,4,3,4,4,4,3,4,4,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10
5,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
16.8,1,3,3,4,3,2,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,10
43.2,1,3,3,3,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,4,2,5,4,4,4,5,4,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
25.2,1,5,5,4,5,4,5,5,5,0,0,0,0,0,-0.296,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
28.8,0,4,5,4,4,5,5,4,4,0.572485,0,0,0.34,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10
31.2,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10
24,1,3,4,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
6,0,5,3,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0,-0.53932614,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,10
45.6,1,4,4,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
36,1,4,4,5,4,4,4,5,5,0.8481,0.8481,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,10
8,1,5,5,5,2,5,5,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,10
1,0,5,3,3,4,2,4,4,4,0,0,0.4404,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,10
27.6,1,3,2,4,2,3,4,2,2,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
25.2,0,3,3,4,4,4,4,2,3,0,0,0,0,0,0,-0.549966165,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
14.4,0,5,5,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10
25.2,1,5,4,5,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,10
21.6,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
19.2,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,10
24,1,3,2,2,1,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
12,1,5,5,5,5,5,5,4,4,0,0.3818,0.3818,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10
10,1,4,4,5,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,10
12,0,5,3,5,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10
30,1,3,2,1,3,4,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10
34.8,1,5,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
11,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12,0,5,5,5,5,5,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
26.4,0,1,1,1,1,1,1,1,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
20.4,1,3,5,5,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
8,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10
33.6,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
54,0,5,3,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
6,1,4,3,4,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
9,0,5,3,4,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10
6,0,5,5,5,5,3,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
25.2,0,4,5,5,5,5,5,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
54,1,4,3,4,3,4,3,3,4,0,0,0.620500282,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,5,5,5,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
33.6,1,4,4,4,3,5,4,4,5,0,0.636075587,0.620500282,0.597419487,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
14.4,0,5,4,5,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,10
25.2,0,4,4,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
27.6,1,4,3,4,3,1,3,2,3,0,0,0,0,0,0,0,0,0,-0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
7,1,5,5,5,5,4,5,5,5,0,0.8126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
7,1,5,5,5,3,3,3,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
15.6,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
36,1,5,5,5,4,5,4,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10
52.8,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7,0,5,4,5,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10
32.4,1,4,2,4,2,4,4,2,2,0,0,0,0,0,0,0,0,-0.490883673,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
9,1,4,4,5,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
7,1,5,5,5,5,5,5,5,5,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
5,1,4,3,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,10
20.4,1,3,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
24,0,3,3,2,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,0,4,2,4,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
18,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
33.6,1,5,3,5,3,5,4,5,4,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,10
26.4,1,5,5,5,5,5,5,5,4,0,0.636075587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
2,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,10
12,1,2,4,3,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
16.8,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
18,0,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
36,0,5,5,4,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
16.8,1,4,5,3,3,4,3,2,3,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
31.2,1,5,4,3,3,3,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10
12,1,5,4,4,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12,0,4,4,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
60,1,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
37.2,0,3,3,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
21.6,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
37.2,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
54,0,3,3,4,3,3,3,3,2,0,0,0.2382,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10
43.2,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
60,0,3,3,2,3,2,3,3,3,0,0.636075587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
32.4,0,5,4,5,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,10
28.8,1,4,3,5,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
45.6,1,4,4,4,3,5,5,5,3,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
38.4,1,5,4,4,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
31.2,1,5,4,4,4,5,4,4,4,0,0,0.620500282,0.6486,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
14.4,0,5,5,5,5,5,5,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,10
2,0,5,5,5,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
43.2,1,5,5,5,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.6249,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
14.4,1,4,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,10
4,1,4,5,4,4,4,5,4,5,0.7003,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,10
15.6,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
46.8,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
5,0,5,2,5,4,5,5,5,5,0,0,0.4404,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
39.6,0,4,2,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
24,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
13.2,0,5,4,5,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
22.8,0,4,4,4,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
18,0,4,4,4,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
5,0,1,2,4,3,2,4,1,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
12,1,3,2,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10
31.2,1,5,3,4,3,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10
5,1,4,2,5,3,5,2,4,3,0,0,0,0.6486,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
66,0,5,4,4,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
38.4,1,5,3,4,4,5,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
16.8,1,4,3,4,5,3,4,3,3,0,0,0.620500282,0,0,0,-0.296,-0.296,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,10
21.6,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,-0.490883673,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
27.6,0,1,1,2,2,1,1,1,1,0,0,0.3612,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,0,5,5,5,2,3,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
33.6,1,4,3,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10
20.4,1,5,5,5,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,10
37.2,1,4,4,5,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
1,1,4,3,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10
30,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
30,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
46.8,1,4,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
45.6,0,4,3,5,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
44.4,1,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
32.4,0,5,3,5,3,4,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,10
22.8,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
9,0,5,5,5,5,3,5,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
12,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,10
30,1,5,4,5,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,10
10,1,4,4,3,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,10
54,0,1,1,1,2,3,1,1,1,0,0,0,0,0,-0.404756395,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
8,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,10
33.6,1,3,1,2,1,1,1,3,2,0,0.636075587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
33.6,1,4,3,4,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,10
30,0,2,3,2,3,2,3,2,2,0,0,0,0,0,0,-0.549966165,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
18,1,4,4,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,5,3,4,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
18,0,4,4,4,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
2,1,3,3,2,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10
1,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,10
6,1,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
21.6,0,2,1,3,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
42,1,5,5,5,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
11,1,3,2,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10
12,1,4,4,4,3,4,4,3,4,0,0,0,0,0,0,-0.549966165,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
1,0,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19.2,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
18,0,5,4,5,4,2,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
8,1,5,5,5,4,5,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
4,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
38.4,1,5,1,4,3,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
145.2,1,2,1,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
3,1,2,3,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
24,1,4,4,2,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
33.6,0,5,4,5,5,4,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
39.6,1,5,5,5,3,4,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,10
18,1,5,4,5,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
22.8,1,5,4,5,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,10
4,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
18,1,4,3,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
25.2,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,5,5,5,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
24,0,5,5,5,5,5,5,3,5,0,0,0.620500282,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
21.6,0,3,1,5,3,4,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
5,1,5,5,5,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
3,1,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10
